"","NUME","CMR","Data","Temp"
"1294","Bucin","TransilvaniaS","X1972.01.01",5.16791772842407
"1295","Vaslui","Moldova","X1972.01.01",8.97109603881836
"1296","Stana de Vale","Banat-Crisana","X1972.01.01",4.98687648773193
"1297","Joseni","TransilvaniaS","X1972.01.01",6.10715055465698
"1298","Sarmasu","TransilvaniaS","X1972.01.01",8.68901348114014
"1299","Holod","Banat-Crisana","X1972.01.01",10.3501644134521
"1300","Vladeasa 1800","TransilvaniaN","X1972.01.01",4.73969841003418
"1301","Cluj-Napoca","TransilvaniaN","X1972.01.01",9.29005432128906
"1302","Negresti","Moldova","X1972.01.01",8.88197231292725
"1303","Roman","Moldova","X1972.01.01",8.97895908355713
"1304","Ceahlau Toaca","Moldova","X1972.01.01",6.77221918106079
"1305","Piatra Neamt","Moldova","X1972.01.01",8.44619178771973
"1306","Borod","Banat-Crisana","X1972.01.01",9.0270414352417
"1307","Oradea","Banat-Crisana","X1972.01.01",10.4933977127075
"1308","Bistrita","TransilvaniaN","X1972.01.01",7.96682214736938
"1309","Dej","TransilvaniaN","X1972.01.01",9.69536972045898
"1310","Iasi","Moldova","X1972.01.01",9.32657527923584
"1311","Zalau","TransilvaniaN","X1972.01.01",9.2800817489624
"1312","Cotnari","Moldova","X1972.01.01",8.74917793273926
"1313","Supuru de Jos","TransilvaniaN","X1972.01.01",10.4026851654053
"1314","Iezer","TransilvaniaN","X1972.01.01",3.54569864273071
"1315","Suceava","Moldova","X1972.01.01",7.6026029586792
"1316","Baia Mare","TransilvaniaN","X1972.01.01",8.8693151473999
"1317","Botosani","Moldova","X1972.01.01",9.0070686340332
"1318","Satu Mare","TransilvaniaN","X1972.01.01",10.2444658279419
"1319","Radauti","Moldova","X1972.01.01",7.30128765106201
"1320","Sighetul Marmatiei","TransilvaniaN","X1972.01.01",8.25128746032715
"1321","Zimnicea","Muntenia","X1973.01.01",10.5777530670166
"1322","Turnu Magurele","Muntenia","X1973.01.01",10.1927671432495
"1323","Bechet","Oltenia","X1973.01.01",10.7921094894409
"1324","Mangalia","Dobrogea","X1973.01.01",11.0852327346802
"1325","Giurgiu","Muntenia","X1973.01.01",10.4780550003052
"1326","Calafat","Oltenia","X1973.01.01",11.1591234207153
"1327","Alexandria","Muntenia","X1973.01.01",10.3680000305176
"1328","Bailesti","Oltenia","X1973.01.01",10.9002742767334
"1329","Caracal","Oltenia","X1973.01.01",10.4338359832764
"1330","Rosiori de Vede","Muntenia","X1973.01.01",10.1493968963623
"1331","Calarasi","Dobrogea","X1973.01.01",10.6408214569092
"1332","Constanta","Dobrogea","X1973.01.01",10.8867673873901
"1333","Craiova","Oltenia","X1973.01.01",10.0404930114746
"1334","Medgidia","Dobrogea","X1973.01.01",10.6187944412231
"1335","Videle","Muntenia","X1973.01.01",9.96764373779297
"1336","Slatina","Oltenia","X1973.01.01",10.109561920166
"1337","Baneasa","Muntenia","X1973.01.01",9.93334293365479
"1338","Slobozia","Dobrogea","X1973.01.01",10.2441091537476
"1339","Stolnici","Muntenia","X1973.01.01",9.6935338973999
"1340","Drobeta Turnu-Severin","Oltenia","X1973.01.01",11.0110139846802
"1341","Titu","Muntenia","X1973.01.01",9.60353469848633
"1342","Urziceni","Muntenia","X1973.01.01",10.0384654998779
"1343","Moldova Veche","Banat-Crisana","X1973.01.01",10.9611511230469
"1344","Dragasani","Oltenia","X1973.01.01",9.6177806854248
"1345","Grivita","Dobrogea","X1973.01.01",10.1138353347778
"1346","Jurilovca","Dobrogea","X1973.01.01",10.5315895080566
"1347","Pitesti","Muntenia","X1973.01.01",9.40969848632812
"1348","Tg. Logresti","Oltenia","X1973.01.01",9.58156204223633
"1349","Sf. Gheorghe","Dobrogea","X1973.01.01",10.6107120513916
"1350","Targoviste","Muntenia","X1973.01.01",9.21756172180176
"1351","Ploiesti","Muntenia","X1973.01.01",9.50589084625244
"1352","Moraresti","Muntenia","X1973.01.01",8.81254768371582
"1353","Apa Neagra","Oltenia","X1973.01.01",9.96827411651611
"1354","Oravita","Banat-Crisana","X1973.01.01",10.062575340271
"1355","Tg. Jiu","Oltenia","X1973.01.01",9.867506980896
"1356","Ramnicu Valcea","Oltenia","X1973.01.01",9.12753391265869
"1357","Semenic","Banat-Crisana","X1973.01.01",5.65213680267334
"1358","Curtea de Arges","Muntenia","X1973.01.01",8.61602783203125
"1359","Buzau","Muntenia","X1973.01.01",10.0470409393311
"1360","Sulina","Dobrogea","X1973.01.01",10.5581092834473
"1361","Tulcea","Dobrogea","X1973.01.01",10.3179998397827
"1362","Gorgova","Dobrogea","X1973.01.01",10.5231781005859
"1363","Braila","Dobrogea","X1973.01.01",10.1022462844849
"1364","Tarcu","Banat-Crisana","X1973.01.01",4.3458080291748
"1365","Campulung Muscel","Muntenia","X1973.01.01",7.63490390777588
"1366","Resita","Banat-Crisana","X1973.01.01",9.98227405548096
"1367","Patarlagele","Muntenia","X1973.01.01",8.2014799118042
"1368","Banloc","Banat-Crisana","X1973.01.01",10.7206573486328
"1369","Parang","Oltenia","X1973.01.01",5.66309595108032
"1370","Sinaia 1500","Muntenia","X1973.01.01",4.2002739906311
"1371","Ramnicu Sarat","Muntenia","X1973.01.01",9.75054836273193
"1372","Caransebes","Banat-Crisana","X1973.01.01",9.841233253479
"1373","Petrosani","Oltenia","X1973.01.01",6.35243844985962
"1374","Vf. Omu","Muntenia","X1973.01.01",4.2002739906311
"1375","Fundata","Muntenia","X1973.01.01",3.39835619926453
"1376","Predeal","Muntenia","X1973.01.01",4.01580810546875
"1377","Galati","Moldova","X1973.01.01",9.76893138885498
"1378","Lugoj","Banat-Crisana","X1973.01.01",10.0567121505737
"1379","Intorsura Buzaului","Muntenia","X1973.01.01",5.37301349639893
"1380","Focsani","Moldova","X1973.01.01",9.74610996246338
"1381","Brasov","TransilvaniaS","X1973.01.01",6.94882202148438
"1382","Timisoara","Banat-Crisana","X1973.01.01",10.3209037780762
"1383","Sibiu","TransilvaniaS","X1973.01.01",8.24172592163086
"1384","Fagaras","TransilvaniaS","X1973.01.01",7.7118353843689
"1385","Lacauti","TransilvaniaS","X1973.01.01",2.09635615348816
"1386","Tecuci","Moldova","X1973.01.01",9.5777530670166
"1387","Sf. Gheorghe","TransilvaniaS","X1973.01.01",6.50915050506592
"1388","Deva","Banat-Crisana","X1973.01.01",9.06668472290039
"1389","Sebes","TransilvaniaS","X1973.01.01",9.03471279144287
"1390","Tg. Seciuesc","TransilvaniaS","X1973.01.01",6.61109590530396
"1391","Sannicolau Mare","Banat-Crisana","X1973.01.01",10.2431507110596
"1392","Alba Iulia","TransilvaniaS","X1973.01.01",9.18989086151123
"1393","Baraolt","TransilvaniaS","X1973.01.01",6.43419170379639
"1394","Adjud","Moldova","X1973.01.01",9.20490455627441
"1395","Arad","Banat-Crisana","X1973.01.01",10.026273727417
"1396","Dumbraveni","TransilvaniaS","X1973.01.01",8.03780841827393
"1397","Barlad","Moldova","X1973.01.01",9.35846614837646
"1398","Tg. Ocna","Moldova","X1973.01.01",8.24734210968018
"1399","Miercurea Ciuc","TransilvaniaS","X1973.01.01",5.41526031494141
"1400","Chisineu Cris","Banat-Crisana","X1973.01.01",10.1046571731567
"1401","Tg. Mures","TransilvaniaS","X1973.01.01",8.29421901702881
"1402","Baisoara","TransilvaniaN","X1973.01.01",3.96323299407959
"1403","Bacau","Moldova","X1973.01.01",8.83816432952881
"1404","Bucin","TransilvaniaS","X1973.01.01",4.06578063964844
"1405","Vaslui","Moldova","X1973.01.01",8.54435634613037
"1406","Stana de Vale","Banat-Crisana","X1973.01.01",4.12353420257568
"1407","Joseni","TransilvaniaS","X1973.01.01",4.8198356628418
"1408","Sarmasu","TransilvaniaS","X1973.01.01",7.80876731872559
"1409","Holod","Banat-Crisana","X1973.01.01",9.54704093933105
"1410","Vladeasa 1800","TransilvaniaN","X1973.01.01",3.88679456710815
"1411","Cluj-Napoca","TransilvaniaN","X1973.01.01",8.53736972808838
"1412","Negresti","Moldova","X1973.01.01",8.63189029693604
"1413","Roman","Moldova","X1973.01.01",8.63583564758301
"1414","Ceahlau Toaca","Moldova","X1973.01.01",6.67632865905762
"1415","Piatra Neamt","Moldova","X1973.01.01",8.38926029205322
"1416","Borod","Banat-Crisana","X1973.01.01",8.28917789459229
"1417","Oradea","Banat-Crisana","X1973.01.01",9.79561614990234
"1418","Bistrita","TransilvaniaN","X1973.01.01",7.0474796295166
"1419","Dej","TransilvaniaN","X1973.01.01",8.82684898376465
"1420","Iasi","Moldova","X1973.01.01",9.18345165252686
"1421","Zalau","TransilvaniaN","X1973.01.01",8.49402713775635
"1422","Cotnari","Moldova","X1973.01.01",8.75657558441162
"1423","Supuru de Jos","TransilvaniaN","X1973.01.01",9.55780792236328
"1424","Iezer","TransilvaniaN","X1973.01.01",2.37208223342896
"1425","Suceava","Moldova","X1973.01.01",7.62778091430664
"1426","Baia Mare","TransilvaniaN","X1973.01.01",7.89953422546387
"1427","Botosani","Moldova","X1973.01.01",8.92895889282227
"1428","Satu Mare","TransilvaniaN","X1973.01.01",9.42841053009033
"1429","Radauti","Moldova","X1973.01.01",7.25049304962158
"1430","Sighetul Marmatiei","TransilvaniaN","X1973.01.01",7.33665752410889
"1431","Zimnicea","Muntenia","X1974.01.01",11.3975954055786
"1432","Turnu Magurele","Muntenia","X1974.01.01",10.9665851593018
"1433","Bechet","Oltenia","X1974.01.01",11.4005193710327
"1434","Mangalia","Dobrogea","X1974.01.01",11.0447263717651
"1435","Giurgiu","Muntenia","X1974.01.01",11.2514753341675
"1436","Calafat","Oltenia","X1974.01.01",11.434344291687
"1437","Alexandria","Muntenia","X1974.01.01",11.1518306732178
"1438","Bailesti","Oltenia","X1974.01.01",11.3337430953979
"1439","Caracal","Oltenia","X1974.01.01",11.0840167999268
"1440","Rosiori de Vede","Muntenia","X1974.01.01",11.0307645797729
"1441","Calarasi","Dobrogea","X1974.01.01",10.913688659668
"1442","Constanta","Dobrogea","X1974.01.01",11.0859832763672
"1443","Craiova","Oltenia","X1974.01.01",10.576639175415
"1444","Medgidia","Dobrogea","X1974.01.01",10.8611745834351
"1445","Videle","Muntenia","X1974.01.01",10.6439619064331
"1446","Slatina","Oltenia","X1974.01.01",10.6911478042603
"1447","Baneasa","Muntenia","X1974.01.01",10.4162569046021
"1448","Slobozia","Dobrogea","X1974.01.01",10.6865844726562
"1449","Stolnici","Muntenia","X1974.01.01",10.2437162399292
"1450","Drobeta Turnu-Severin","Oltenia","X1974.01.01",11.2408742904663
"1451","Titu","Muntenia","X1974.01.01",10.097677230835
"1452","Urziceni","Muntenia","X1974.01.01",10.511830329895
"1453","Moldova Veche","Banat-Crisana","X1974.01.01",11.3088798522949
"1454","Dragasani","Oltenia","X1974.01.01",10.0103006362915
"1455","Grivita","Dobrogea","X1974.01.01",10.592212677002
"1456","Jurilovca","Dobrogea","X1974.01.01",11.0175952911377
"1457","Pitesti","Muntenia","X1974.01.01",9.80469989776611
"1458","Tg. Logresti","Oltenia","X1974.01.01",9.97281455993652
"1459","Sf. Gheorghe","Dobrogea","X1974.01.01",11.0864477157593
"1460","Targoviste","Muntenia","X1974.01.01",9.55754089355469
"1461","Ploiesti","Muntenia","X1974.01.01",9.96366119384766
"1462","Moraresti","Muntenia","X1974.01.01",9.19663906097412
"1463","Apa Neagra","Oltenia","X1974.01.01",10.2175960540771
"1464","Oravita","Banat-Crisana","X1974.01.01",10.6494264602661
"1465","Tg. Jiu","Oltenia","X1974.01.01",10.1724586486816
"1466","Ramnicu Valcea","Oltenia","X1974.01.01",9.52530097961426
"1467","Semenic","Banat-Crisana","X1974.01.01",5.96172142028809
"1468","Curtea de Arges","Muntenia","X1974.01.01",9.04049205780029
"1469","Buzau","Muntenia","X1974.01.01",10.6029510498047
"1470","Sulina","Dobrogea","X1974.01.01",11.0616941452026
"1471","Tulcea","Dobrogea","X1974.01.01",10.7208471298218
"1472","Gorgova","Dobrogea","X1974.01.01",11.018988609314
"1473","Braila","Dobrogea","X1974.01.01",10.6711750030518
"1474","Tarcu","Banat-Crisana","X1974.01.01",4.57527303695679
"1475","Campulung Muscel","Muntenia","X1974.01.01",8.04461765289307
"1476","Resita","Banat-Crisana","X1974.01.01",10.5204916000366
"1477","Patarlagele","Muntenia","X1974.01.01",8.5657377243042
"1478","Banloc","Banat-Crisana","X1974.01.01",11.2298364639282
"1479","Parang","Oltenia","X1974.01.01",6.02814197540283
"1480","Sinaia 1500","Muntenia","X1974.01.01",4.48180341720581
"1481","Ramnicu Sarat","Muntenia","X1974.01.01",10.0799722671509
"1482","Caransebes","Banat-Crisana","X1974.01.01",10.3846998214722
"1483","Petrosani","Oltenia","X1974.01.01",6.79237699508667
"1484","Vf. Omu","Muntenia","X1974.01.01",4.48180341720581
"1485","Fundata","Muntenia","X1974.01.01",3.71210384368896
"1486","Predeal","Muntenia","X1974.01.01",4.42969942092896
"1487","Galati","Moldova","X1974.01.01",10.3411474227905
"1488","Lugoj","Banat-Crisana","X1974.01.01",10.5763111114502
"1489","Intorsura Buzaului","Muntenia","X1974.01.01",5.90431690216064
"1490","Focsani","Moldova","X1974.01.01",10.4134426116943
"1491","Brasov","TransilvaniaS","X1974.01.01",7.41538238525391
"1492","Timisoara","Banat-Crisana","X1974.01.01",10.8163118362427
"1493","Sibiu","TransilvaniaS","X1974.01.01",8.5360107421875
"1494","Fagaras","TransilvaniaS","X1974.01.01",8.14576530456543
"1495","Lacauti","TransilvaniaS","X1974.01.01",2.39655733108521
"1496","Tecuci","Moldova","X1974.01.01",10.3291807174683
"1497","Sf. Gheorghe","TransilvaniaS","X1974.01.01",7.04781436920166
"1498","Deva","Banat-Crisana","X1974.01.01",9.65330600738525
"1499","Sebes","TransilvaniaS","X1974.01.01",9.48603820800781
"1500","Tg. Seciuesc","TransilvaniaS","X1974.01.01",7.0275411605835
"1501","Sannicolau Mare","Banat-Crisana","X1974.01.01",10.7775678634644
"1502","Alba Iulia","TransilvaniaS","X1974.01.01",9.65661239624023
"1503","Baraolt","TransilvaniaS","X1974.01.01",7.07366132736206
"1504","Adjud","Moldova","X1974.01.01",9.79579257965088
"1505","Arad","Banat-Crisana","X1974.01.01",10.5282783508301
"1506","Dumbraveni","TransilvaniaS","X1974.01.01",8.59398937225342
"1507","Barlad","Moldova","X1974.01.01",9.91458988189697
"1508","Tg. Ocna","Moldova","X1974.01.01",8.569016456604
"1509","Miercurea Ciuc","TransilvaniaS","X1974.01.01",5.66928958892822
"1510","Chisineu Cris","Banat-Crisana","X1974.01.01",10.7314758300781
"1511","Tg. Mures","TransilvaniaS","X1974.01.01",8.83516407012939
"1512","Baisoara","TransilvaniaN","X1974.01.01",4.33377027511597
"1513","Bacau","Moldova","X1974.01.01",9.28128433227539
"1514","Bucin","TransilvaniaS","X1974.01.01",4.45150279998779
"1515","Vaslui","Moldova","X1974.01.01",8.98844242095947
"1516","Stana de Vale","Banat-Crisana","X1974.01.01",4.65469932556152
"1517","Joseni","TransilvaniaS","X1974.01.01",5.29346990585327
"1518","Sarmasu","TransilvaniaS","X1974.01.01",8.26281452178955
"1519","Holod","Banat-Crisana","X1974.01.01",10.2844533920288
"1520","Vladeasa 1800","TransilvaniaN","X1974.01.01",4.41554641723633
"1521","Cluj-Napoca","TransilvaniaN","X1974.01.01",9.04776000976562
"1522","Negresti","Moldova","X1974.01.01",8.95756816864014
"1523","Roman","Moldova","X1974.01.01",9.10734939575195
"1524","Ceahlau Toaca","Moldova","X1974.01.01",6.71483612060547
"1525","Piatra Neamt","Moldova","X1974.01.01",8.60508155822754
"1526","Borod","Banat-Crisana","X1974.01.01",8.94606590270996
"1527","Oradea","Banat-Crisana","X1974.01.01",10.3725414276123
"1528","Bistrita","TransilvaniaN","X1974.01.01",7.49901628494263
"1529","Dej","TransilvaniaN","X1974.01.01",9.28907108306885
"1530","Iasi","Moldova","X1974.01.01",9.54259586334229
"1531","Zalau","TransilvaniaN","X1974.01.01",9.09989070892334
"1532","Cotnari","Moldova","X1974.01.01",8.96524620056152
"1533","Supuru de Jos","TransilvaniaN","X1974.01.01",10.0964212417603
"1534","Iezer","TransilvaniaN","X1974.01.01",2.88185787200928
"1535","Suceava","Moldova","X1974.01.01",7.75543737411499
"1536","Baia Mare","TransilvaniaN","X1974.01.01",8.37822437286377
"1537","Botosani","Moldova","X1974.01.01",9.16923522949219
"1538","Satu Mare","TransilvaniaN","X1974.01.01",10.046257019043
"1539","Radauti","Moldova","X1974.01.01",7.41513681411743
"1540","Sighetul Marmatiei","TransilvaniaN","X1974.01.01",7.79027318954468
"1541","Zimnicea","Muntenia","X1975.01.01",11.8243837356567
"1542","Turnu Magurele","Muntenia","X1975.01.01",11.3271503448486
"1543","Bechet","Oltenia","X1975.01.01",11.823561668396
"1544","Mangalia","Dobrogea","X1975.01.01",12.2003831863403
"1545","Giurgiu","Muntenia","X1975.01.01",11.8399448394775
"1546","Calafat","Oltenia","X1975.01.01",11.9282741546631
"1547","Alexandria","Muntenia","X1975.01.01",11.6410140991211
"1548","Bailesti","Oltenia","X1975.01.01",11.8252878189087
"1549","Caracal","Oltenia","X1975.01.01",11.4233427047729
"1550","Rosiori de Vede","Muntenia","X1975.01.01",11.4588766098022
"1551","Calarasi","Dobrogea","X1975.01.01",11.6710681915283
"1552","Constanta","Dobrogea","X1975.01.01",12.1379175186157
"1553","Craiova","Oltenia","X1975.01.01",11.0030689239502
"1554","Medgidia","Dobrogea","X1975.01.01",11.7174520492554
"1555","Videle","Muntenia","X1975.01.01",11.2875347137451
"1556","Slatina","Oltenia","X1975.01.01",11.1725206375122
"1557","Baneasa","Muntenia","X1975.01.01",11.2580823898315
"1558","Slobozia","Dobrogea","X1975.01.01",11.4735889434814
"1559","Stolnici","Muntenia","X1975.01.01",10.863205909729
"1560","Drobeta Turnu-Severin","Oltenia","X1975.01.01",11.6560544967651
"1561","Titu","Muntenia","X1975.01.01",10.857123374939
"1562","Urziceni","Muntenia","X1975.01.01",11.3859176635742
"1563","Moldova Veche","Banat-Crisana","X1975.01.01",11.5328769683838
"1564","Dragasani","Oltenia","X1975.01.01",10.6389589309692
"1565","Grivita","Dobrogea","X1975.01.01",11.3645753860474
"1566","Jurilovca","Dobrogea","X1975.01.01",12.0016708374023
"1567","Pitesti","Muntenia","X1975.01.01",10.4736709594727
"1568","Tg. Logresti","Oltenia","X1975.01.01",10.466739654541
"1569","Sf. Gheorghe","Dobrogea","X1975.01.01",11.9903287887573
"1570","Targoviste","Muntenia","X1975.01.01",10.2556982040405
"1571","Ploiesti","Muntenia","X1975.01.01",10.8426847457886
"1572","Moraresti","Muntenia","X1975.01.01",9.89123249053955
"1573","Apa Neagra","Oltenia","X1975.01.01",10.6666030883789
"1574","Oravita","Banat-Crisana","X1975.01.01",10.6991510391235
"1575","Tg. Jiu","Oltenia","X1975.01.01",10.658712387085
"1576","Ramnicu Valcea","Oltenia","X1975.01.01",10.1526851654053
"1577","Semenic","Banat-Crisana","X1975.01.01",6.50531530380249
"1578","Curtea de Arges","Muntenia","X1975.01.01",9.59627437591553
"1579","Buzau","Muntenia","X1975.01.01",11.5137805938721
"1580","Sulina","Dobrogea","X1975.01.01",12.1244106292725
"1581","Tulcea","Dobrogea","X1975.01.01",11.9301099777222
"1582","Gorgova","Dobrogea","X1975.01.01",12.0303564071655
"1583","Braila","Dobrogea","X1975.01.01",11.598876953125
"1584","Tarcu","Banat-Crisana","X1975.01.01",5.37638378143311
"1585","Campulung Muscel","Muntenia","X1975.01.01",8.63742446899414
"1586","Resita","Banat-Crisana","X1975.01.01",10.7150688171387
"1587","Patarlagele","Muntenia","X1975.01.01",9.59657573699951
"1588","Banloc","Banat-Crisana","X1975.01.01",11.3759174346924
"1589","Parang","Oltenia","X1975.01.01",6.70715045928955
"1590","Sinaia 1500","Muntenia","X1975.01.01",5.08873987197876
"1591","Ramnicu Sarat","Muntenia","X1975.01.01",11.1175346374512
"1592","Caransebes","Banat-Crisana","X1975.01.01",10.5776166915894
"1593","Petrosani","Oltenia","X1975.01.01",7.37783575057983
"1594","Vf. Omu","Muntenia","X1975.01.01",5.08873987197876
"1595","Fundata","Muntenia","X1975.01.01",4.31654787063599
"1596","Predeal","Muntenia","X1975.01.01",4.82975339889526
"1597","Galati","Moldova","X1975.01.01",11.3631229400635
"1598","Lugoj","Banat-Crisana","X1975.01.01",10.7994794845581
"1599","Intorsura Buzaului","Muntenia","X1975.01.01",6.33202743530273
"1600","Focsani","Moldova","X1975.01.01",11.3773155212402
"1601","Brasov","TransilvaniaS","X1975.01.01",7.7241644859314
"1602","Timisoara","Banat-Crisana","X1975.01.01",10.9049863815308
"1603","Sibiu","TransilvaniaS","X1975.01.01",8.71739768981934
"1604","Fagaras","TransilvaniaS","X1975.01.01",8.57232856750488
"1605","Lacauti","TransilvaniaS","X1975.01.01",3.11375331878662
"1606","Tecuci","Moldova","X1975.01.01",11.2536163330078
"1607","Sf. Gheorghe","TransilvaniaS","X1975.01.01",7.38117790222168
"1608","Deva","Banat-Crisana","X1975.01.01",9.82553386688232
"1609","Sebes","TransilvaniaS","X1975.01.01",9.70838356018066
"1610","Tg. Seciuesc","TransilvaniaS","X1975.01.01",7.51473951339722
"1611","Sannicolau Mare","Banat-Crisana","X1975.01.01",10.8821640014648
"1612","Alba Iulia","TransilvaniaS","X1975.01.01",9.86262989044189
"1613","Baraolt","TransilvaniaS","X1975.01.01",7.40194511413574
"1614","Adjud","Moldova","X1975.01.01",10.7608222961426
"1615","Arad","Banat-Crisana","X1975.01.01",10.6467123031616
"1616","Dumbraveni","TransilvaniaS","X1975.01.01",8.9523286819458
"1617","Barlad","Moldova","X1975.01.01",10.9123010635376
"1618","Tg. Ocna","Moldova","X1975.01.01",9.50021934509277
"1619","Miercurea Ciuc","TransilvaniaS","X1975.01.01",6.18613719940186
"1620","Chisineu Cris","Banat-Crisana","X1975.01.01",10.8715343475342
"1621","Tg. Mures","TransilvaniaS","X1975.01.01",9.28462982177734
"1622","Baisoara","TransilvaniaN","X1975.01.01",5.12076711654663
"1623","Bacau","Moldova","X1975.01.01",10.2829036712646
"1624","Bucin","TransilvaniaS","X1975.01.01",5.0917534828186
"1625","Vaslui","Moldova","X1975.01.01",10.006739616394
"1626","Stana de Vale","Banat-Crisana","X1975.01.01",5.30986309051514
"1627","Joseni","TransilvaniaS","X1975.01.01",5.87978076934814
"1628","Sarmasu","TransilvaniaS","X1975.01.01",8.61874008178711
"1629","Holod","Banat-Crisana","X1975.01.01",10.4926853179932
"1630","Vladeasa 1800","TransilvaniaN","X1975.01.01",5.09435606002808
"1631","Cluj-Napoca","TransilvaniaN","X1975.01.01",9.29205513000488
"1632","Negresti","Moldova","X1975.01.01",9.96339702606201
"1633","Roman","Moldova","X1975.01.01",10.032958984375
"1634","Ceahlau Toaca","Moldova","X1975.01.01",7.60545206069946
"1635","Piatra Neamt","Moldova","X1975.01.01",9.54619216918945
"1636","Borod","Banat-Crisana","X1975.01.01",9.21287631988525
"1637","Oradea","Banat-Crisana","X1975.01.01",10.6069860458374
"1638","Bistrita","TransilvaniaN","X1975.01.01",7.97443819046021
"1639","Dej","TransilvaniaN","X1975.01.01",9.73753452301025
"1640","Iasi","Moldova","X1975.01.01",10.5731229782104
"1641","Zalau","TransilvaniaN","X1975.01.01",9.38643836975098
"1642","Cotnari","Moldova","X1975.01.01",9.9487943649292
"1643","Supuru de Jos","TransilvaniaN","X1975.01.01",10.3663835525513
"1644","Iezer","TransilvaniaN","X1975.01.01",3.61832880973816
"1645","Suceava","Moldova","X1975.01.01",8.75662994384766
"1646","Baia Mare","TransilvaniaN","X1975.01.01",8.74923324584961
"1647","Botosani","Moldova","X1975.01.01",10.0712327957153
"1648","Satu Mare","TransilvaniaN","X1975.01.01",10.3640823364258
"1649","Radauti","Moldova","X1975.01.01",8.29235649108887
"1650","Sighetul Marmatiei","TransilvaniaN","X1975.01.01",8.25263023376465
"1651","Zimnicea","Muntenia","X1976.01.01",10.7013149261475
"1652","Turnu Magurele","Muntenia","X1976.01.01",10.0955066680908
"1653","Bechet","Oltenia","X1976.01.01",10.5545482635498
"1654","Mangalia","Dobrogea","X1976.01.01",10.6822738647461
"1655","Giurgiu","Muntenia","X1976.01.01",10.7399997711182
"1656","Calafat","Oltenia","X1976.01.01",10.5361642837524
"1657","Alexandria","Muntenia","X1976.01.01",10.4341640472412
"1658","Bailesti","Oltenia","X1976.01.01",10.4866027832031
"1659","Caracal","Oltenia","X1976.01.01",10.1561365127563
"1660","Rosiori de Vede","Muntenia","X1976.01.01",10.171835899353
"1661","Calarasi","Dobrogea","X1976.01.01",10.3109865188599
"1662","Constanta","Dobrogea","X1976.01.01",10.6087942123413
"1663","Craiova","Oltenia","X1976.01.01",9.64394474029541
"1664","Medgidia","Dobrogea","X1976.01.01",10.2534523010254
"1665","Videle","Muntenia","X1976.01.01",9.94090366363525
"1666","Slatina","Oltenia","X1976.01.01",9.81350708007812
"1667","Baneasa","Muntenia","X1976.01.01",9.90904140472412
"1668","Slobozia","Dobrogea","X1976.01.01",9.95421886444092
"1669","Stolnici","Muntenia","X1976.01.01",9.40128803253174
"1670","Drobeta Turnu-Severin","Oltenia","X1976.01.01",10.2916707992554
"1671","Titu","Muntenia","X1976.01.01",9.40567111968994
"1672","Urziceni","Muntenia","X1976.01.01",9.90413665771484
"1673","Moldova Veche","Banat-Crisana","X1976.01.01",10.3518352508545
"1674","Dragasani","Oltenia","X1976.01.01",9.1685209274292
"1675","Grivita","Dobrogea","X1976.01.01",9.84975337982178
"1676","Jurilovca","Dobrogea","X1976.01.01",10.3897256851196
"1677","Pitesti","Muntenia","X1976.01.01",9.00517845153809
"1678","Tg. Logresti","Oltenia","X1976.01.01",9.0958080291748
"1679","Sf. Gheorghe","Dobrogea","X1976.01.01",10.2449588775635
"1680","Targoviste","Muntenia","X1976.01.01",8.74547958374023
"1681","Ploiesti","Muntenia","X1976.01.01",9.2449312210083
"1682","Moraresti","Muntenia","X1976.01.01",8.31312370300293
"1683","Apa Neagra","Oltenia","X1976.01.01",9.34191799163818
"1684","Oravita","Banat-Crisana","X1976.01.01",9.73098659515381
"1685","Tg. Jiu","Oltenia","X1976.01.01",9.3326301574707
"1686","Ramnicu Valcea","Oltenia","X1976.01.01",8.8418083190918
"1687","Semenic","Banat-Crisana","X1976.01.01",5.22421932220459
"1688","Curtea de Arges","Muntenia","X1976.01.01",8.32227420806885
"1689","Buzau","Muntenia","X1976.01.01",9.66449356079102
"1690","Sulina","Dobrogea","X1976.01.01",10.3801374435425
"1691","Tulcea","Dobrogea","X1976.01.01",10.3828763961792
"1692","Gorgova","Dobrogea","X1976.01.01",10.3324928283691
"1693","Braila","Dobrogea","X1976.01.01",9.8551778793335
"1694","Tarcu","Banat-Crisana","X1976.01.01",4.01364374160767
"1695","Campulung Muscel","Muntenia","X1976.01.01",7.17819166183472
"1696","Resita","Banat-Crisana","X1976.01.01",9.70690441131592
"1697","Patarlagele","Muntenia","X1976.01.01",7.665123462677
"1698","Banloc","Banat-Crisana","X1976.01.01",10.4196166992188
"1699","Parang","Oltenia","X1976.01.01",5.36643838882446
"1700","Sinaia 1500","Muntenia","X1976.01.01",3.59852051734924
"1701","Ramnicu Sarat","Muntenia","X1976.01.01",9.02161598205566
"1702","Caransebes","Banat-Crisana","X1976.01.01",9.588547706604
"1703","Petrosani","Oltenia","X1976.01.01",6.13717794418335
"1704","Vf. Omu","Muntenia","X1976.01.01",3.59852051734924
"1705","Fundata","Muntenia","X1976.01.01",2.8529314994812
"1706","Predeal","Muntenia","X1976.01.01",3.45671224594116
"1707","Galati","Moldova","X1976.01.01",9.54591751098633
"1708","Lugoj","Banat-Crisana","X1976.01.01",9.75756168365479
