"","NUME","CMR","Data","Temp"
"2727","Joseni","TransilvaniaS","X1985.01.01",4.36298608779907
"2728","Sarmasu","TransilvaniaS","X1985.01.01",6.9065203666687
"2729","Holod","Banat-Crisana","X1985.01.01",8.95613670349121
"2730","Vladeasa 1800","TransilvaniaN","X1985.01.01",3.61419177055359
"2731","Cluj-Napoca","TransilvaniaN","X1985.01.01",7.65682172775269
"2732","Negresti","Moldova","X1985.01.01",7.59169864654541
"2733","Roman","Moldova","X1985.01.01",7.66898632049561
"2734","Ceahlau Toaca","Moldova","X1985.01.01",5.90476703643799
"2735","Piatra Neamt","Moldova","X1985.01.01",7.41553401947021
"2736","Borod","Banat-Crisana","X1985.01.01",7.69794511795044
"2737","Oradea","Banat-Crisana","X1985.01.01",8.98871231079102
"2738","Bistrita","TransilvaniaN","X1985.01.01",6.1710410118103
"2739","Dej","TransilvaniaN","X1985.01.01",7.72958898544312
"2740","Iasi","Moldova","X1985.01.01",8.07345199584961
"2741","Zalau","TransilvaniaN","X1985.01.01",7.82983541488647
"2742","Cotnari","Moldova","X1985.01.01",7.70372581481934
"2743","Supuru de Jos","TransilvaniaN","X1985.01.01",8.68942451477051
"2744","Iezer","TransilvaniaN","X1985.01.01",2.17421913146973
"2745","Suceava","Moldova","X1985.01.01",6.6044659614563
"2746","Baia Mare","TransilvaniaN","X1985.01.01",7.18586301803589
"2747","Botosani","Moldova","X1985.01.01",7.82583570480347
"2748","Satu Mare","TransilvaniaN","X1985.01.01",8.56336975097656
"2749","Radauti","Moldova","X1985.01.01",6.20123291015625
"2750","Sighetul Marmatiei","TransilvaniaN","X1985.01.01",6.74172592163086
"2751","Zimnicea","Muntenia","X1986.01.01",11.2562570571899
"2752","Turnu Magurele","Muntenia","X1986.01.01",10.829535484314
"2753","Bechet","Oltenia","X1986.01.01",11.1874589920044
"2754","Mangalia","Dobrogea","X1986.01.01",11.3486337661743
"2755","Giurgiu","Muntenia","X1986.01.01",11.2321586608887
"2756","Calafat","Oltenia","X1986.01.01",11.1759834289551
"2757","Alexandria","Muntenia","X1986.01.01",11.0274868011475
"2758","Bailesti","Oltenia","X1986.01.01",11.154070854187
"2759","Caracal","Oltenia","X1986.01.01",10.903660774231
"2760","Rosiori de Vede","Muntenia","X1986.01.01",10.8768033981323
"2761","Calarasi","Dobrogea","X1986.01.01",10.9994812011719
"2762","Constanta","Dobrogea","X1986.01.01",11.393988609314
"2763","Craiova","Oltenia","X1986.01.01",10.6448631286621
"2764","Medgidia","Dobrogea","X1986.01.01",11.0315027236938
"2765","Videle","Muntenia","X1986.01.01",10.6117486953735
"2766","Slatina","Oltenia","X1986.01.01",10.6992626190186
"2767","Baneasa","Muntenia","X1986.01.01",10.763934135437
"2768","Slobozia","Dobrogea","X1986.01.01",10.809398651123
"2769","Stolnici","Muntenia","X1986.01.01",10.2927045822144
"2770","Drobeta Turnu-Severin","Oltenia","X1986.01.01",11.2073221206665
"2771","Titu","Muntenia","X1986.01.01",10.2541255950928
"2772","Urziceni","Muntenia","X1986.01.01",10.7955188751221
"2773","Moldova Veche","Banat-Crisana","X1986.01.01",11.2804641723633
"2774","Dragasani","Oltenia","X1986.01.01",10.1580324172974
"2775","Grivita","Dobrogea","X1986.01.01",10.7319402694702
"2776","Jurilovca","Dobrogea","X1986.01.01",11.0354375839233
"2777","Pitesti","Muntenia","X1986.01.01",9.92939853668213
"2778","Tg. Logresti","Oltenia","X1986.01.01",9.8117208480835
"2779","Sf. Gheorghe","Dobrogea","X1986.01.01",10.9928960800171
"2780","Targoviste","Muntenia","X1986.01.01",9.78060150146484
"2781","Ploiesti","Muntenia","X1986.01.01",10.2806558609009
"2782","Moraresti","Muntenia","X1986.01.01",9.3268575668335
"2783","Apa Neagra","Oltenia","X1986.01.01",9.84718608856201
"2784","Oravita","Banat-Crisana","X1986.01.01",10.4140710830688
"2785","Tg. Jiu","Oltenia","X1986.01.01",9.86849689483643
"2786","Ramnicu Valcea","Oltenia","X1986.01.01",9.58841514587402
"2787","Semenic","Banat-Crisana","X1986.01.01",6.24453544616699
"2788","Curtea de Arges","Muntenia","X1986.01.01",9.1567211151123
"2789","Buzau","Muntenia","X1986.01.01",10.8068580627441
"2790","Sulina","Dobrogea","X1986.01.01",11.189453125
"2791","Tulcea","Dobrogea","X1986.01.01",10.9405193328857
"2792","Gorgova","Dobrogea","X1986.01.01",11.0384149551392
"2793","Braila","Dobrogea","X1986.01.01",10.695273399353
"2794","Tarcu","Banat-Crisana","X1986.01.01",5.18702173233032
"2795","Campulung Muscel","Muntenia","X1986.01.01",8.21090126037598
"2796","Resita","Banat-Crisana","X1986.01.01",10.2739067077637
"2797","Patarlagele","Muntenia","X1986.01.01",9.14513683319092
"2798","Banloc","Banat-Crisana","X1986.01.01",10.9386615753174
"2799","Parang","Oltenia","X1986.01.01",6.24557399749756
"2800","Sinaia 1500","Muntenia","X1986.01.01",4.86497259140015
"2801","Ramnicu Sarat","Muntenia","X1986.01.01",10.3493165969849
"2802","Caransebes","Banat-Crisana","X1986.01.01",10.0794811248779
"2803","Petrosani","Oltenia","X1986.01.01",6.85114765167236
"2804","Vf. Omu","Muntenia","X1986.01.01",4.86497259140015
"2805","Fundata","Muntenia","X1986.01.01",4.0791802406311
"2806","Predeal","Muntenia","X1986.01.01",4.6632513999939
"2807","Galati","Moldova","X1986.01.01",10.3982782363892
"2808","Lugoj","Banat-Crisana","X1986.01.01",10.2909564971924
"2809","Intorsura Buzaului","Muntenia","X1986.01.01",6.33439874649048
"2810","Focsani","Moldova","X1986.01.01",10.3558197021484
"2811","Brasov","TransilvaniaS","X1986.01.01",7.84229516983032
"2812","Timisoara","Banat-Crisana","X1986.01.01",10.5130605697632
"2813","Sibiu","TransilvaniaS","X1986.01.01",8.75989055633545
"2814","Fagaras","TransilvaniaS","X1986.01.01",8.63445377349854
"2815","Lacauti","TransilvaniaS","X1986.01.01",3.14631152153015
"2816","Tecuci","Moldova","X1986.01.01",10.3197536468506
"2817","Sf. Gheorghe","TransilvaniaS","X1986.01.01",7.35762310028076
"2818","Deva","Banat-Crisana","X1986.01.01",9.70991802215576
"2819","Sebes","TransilvaniaS","X1986.01.01",9.63961791992188
"2820","Tg. Seciuesc","TransilvaniaS","X1986.01.01",7.25661182403564
"2821","Sannicolau Mare","Banat-Crisana","X1986.01.01",10.4565296173096
"2822","Alba Iulia","TransilvaniaS","X1986.01.01",9.81112003326416
"2823","Baraolt","TransilvaniaS","X1986.01.01",7.531174659729
"2824","Adjud","Moldova","X1986.01.01",9.89464473724365
"2825","Arad","Banat-Crisana","X1986.01.01",10.1472129821777
"2826","Dumbraveni","TransilvaniaS","X1986.01.01",8.9756555557251
"2827","Barlad","Moldova","X1986.01.01",9.96751403808594
"2828","Tg. Ocna","Moldova","X1986.01.01",8.79928970336914
"2829","Miercurea Ciuc","TransilvaniaS","X1986.01.01",6.07803297042847
"2830","Chisineu Cris","Banat-Crisana","X1986.01.01",10.282787322998
"2831","Tg. Mures","TransilvaniaS","X1986.01.01",9.1669397354126
"2832","Baisoara","TransilvaniaN","X1986.01.01",4.84612035751343
"2833","Bacau","Moldova","X1986.01.01",9.37502765655518
"2834","Bucin","TransilvaniaS","X1986.01.01",5.09229516983032
"2835","Vaslui","Moldova","X1986.01.01",9.04224014282227
"2836","Stana de Vale","Banat-Crisana","X1986.01.01",4.94215869903564
"2837","Joseni","TransilvaniaS","X1986.01.01",5.79327869415283
"2838","Sarmasu","TransilvaniaS","X1986.01.01",8.4909839630127
"2839","Holod","Banat-Crisana","X1986.01.01",9.89836025238037
"2840","Vladeasa 1800","TransilvaniaN","X1986.01.01",4.76210403442383
"2841","Cluj-Napoca","TransilvaniaN","X1986.01.01",9.05448055267334
"2842","Negresti","Moldova","X1986.01.01",9.02000045776367
"2843","Roman","Moldova","X1986.01.01",9.02909851074219
"2844","Ceahlau Toaca","Moldova","X1986.01.01",7.07292366027832
"2845","Piatra Neamt","Moldova","X1986.01.01",8.80489063262939
"2846","Borod","Banat-Crisana","X1986.01.01",8.69478130340576
"2847","Oradea","Banat-Crisana","X1986.01.01",10.0215301513672
"2848","Bistrita","TransilvaniaN","X1986.01.01",7.55106544494629
"2849","Dej","TransilvaniaN","X1986.01.01",9.18265056610107
"2850","Iasi","Moldova","X1986.01.01",9.61647510528564
"2851","Zalau","TransilvaniaN","X1986.01.01",8.98226737976074
"2852","Cotnari","Moldova","X1986.01.01",8.99289608001709
"2853","Supuru de Jos","TransilvaniaN","X1986.01.01",9.74109268188477
"2854","Iezer","TransilvaniaN","X1986.01.01",3.27270483970642
"2855","Suceava","Moldova","X1986.01.01",7.77724027633667
"2856","Baia Mare","TransilvaniaN","X1986.01.01",8.28461742401123
"2857","Botosani","Moldova","X1986.01.01",9.04311466217041
"2858","Satu Mare","TransilvaniaN","X1986.01.01",9.65961742401123
"2859","Radauti","Moldova","X1986.01.01",7.24494552612305
"2860","Sighetul Marmatiei","TransilvaniaN","X1986.01.01",7.68636608123779
"2861","Zimnicea","Muntenia","X1987.01.01",10.8630409240723
"2862","Turnu Magurele","Muntenia","X1987.01.01",10.4842739105225
"2863","Bechet","Oltenia","X1987.01.01",11.0606575012207
"2864","Mangalia","Dobrogea","X1987.01.01",10.140739440918
"2865","Giurgiu","Muntenia","X1987.01.01",10.7254247665405
"2866","Calafat","Oltenia","X1987.01.01",11.1706848144531
"2867","Alexandria","Muntenia","X1987.01.01",10.628493309021
"2868","Bailesti","Oltenia","X1987.01.01",11.1467399597168
"2869","Caracal","Oltenia","X1987.01.01",10.6575889587402
"2870","Rosiori de Vede","Muntenia","X1987.01.01",10.5008764266968
"2871","Calarasi","Dobrogea","X1987.01.01",10.1589317321777
"2872","Constanta","Dobrogea","X1987.01.01",10.1671781539917
"2873","Craiova","Oltenia","X1987.01.01",10.4389314651489
"2874","Medgidia","Dobrogea","X1987.01.01",9.89789009094238
"2875","Videle","Muntenia","X1987.01.01",10.0660543441772
"2876","Slatina","Oltenia","X1987.01.01",10.3821640014648
"2877","Baneasa","Muntenia","X1987.01.01",10.085506439209
"2878","Slobozia","Dobrogea","X1987.01.01",9.9316987991333
"2879","Stolnici","Muntenia","X1987.01.01",9.8657808303833
"2880","Drobeta Turnu-Severin","Oltenia","X1987.01.01",11.262547492981
"2881","Titu","Muntenia","X1987.01.01",9.67537021636963
"2882","Urziceni","Muntenia","X1987.01.01",9.95268535614014
"2883","Moldova Veche","Banat-Crisana","X1987.01.01",11.1499452590942
"2884","Dragasani","Oltenia","X1987.01.01",9.81183528900146
"2885","Grivita","Dobrogea","X1987.01.01",9.83882236480713
"2886","Jurilovca","Dobrogea","X1987.01.01",9.86671257019043
"2887","Pitesti","Muntenia","X1987.01.01",9.48898601531982
"2888","Tg. Logresti","Oltenia","X1987.01.01",9.86860275268555
"2889","Sf. Gheorghe","Dobrogea","X1987.01.01",9.89312362670898
"2890","Targoviste","Muntenia","X1987.01.01",9.26682186126709
"2891","Ploiesti","Muntenia","X1987.01.01",9.68268489837646
"2892","Moraresti","Muntenia","X1987.01.01",8.91742420196533
"2893","Apa Neagra","Oltenia","X1987.01.01",10.00608253479
"2894","Oravita","Banat-Crisana","X1987.01.01",10.3034248352051
"2895","Tg. Jiu","Oltenia","X1987.01.01",10.0400276184082
"2896","Ramnicu Valcea","Oltenia","X1987.01.01",9.34717845916748
"2897","Semenic","Banat-Crisana","X1987.01.01",5.70934247970581
"2898","Curtea de Arges","Muntenia","X1987.01.01",8.82712364196777
"2899","Buzau","Muntenia","X1987.01.01",10.0094518661499
"2900","Sulina","Dobrogea","X1987.01.01",9.9075345993042
"2901","Tulcea","Dobrogea","X1987.01.01",9.76498603820801
"2902","Gorgova","Dobrogea","X1987.01.01",9.88274002075195
"2903","Braila","Dobrogea","X1987.01.01",9.87073993682861
"2904","Tarcu","Banat-Crisana","X1987.01.01",4.55087661743164
"2905","Campulung Muscel","Muntenia","X1987.01.01",7.76334238052368
"2906","Resita","Banat-Crisana","X1987.01.01",10.133095741272
"2907","Patarlagele","Muntenia","X1987.01.01",8.52038383483887
"2908","Banloc","Banat-Crisana","X1987.01.01",10.7196168899536
"2909","Parang","Oltenia","X1987.01.01",5.96230125427246
"2910","Sinaia 1500","Muntenia","X1987.01.01",4.15169858932495
"2911","Ramnicu Sarat","Muntenia","X1987.01.01",9.540602684021
"2912","Caransebes","Banat-Crisana","X1987.01.01",9.93841075897217
"2913","Petrosani","Oltenia","X1987.01.01",6.75972604751587
"2914","Vf. Omu","Muntenia","X1987.01.01",4.15169858932495
"2915","Fundata","Muntenia","X1987.01.01",3.33846569061279
"2916","Predeal","Muntenia","X1987.01.01",4.05937004089355
"2917","Galati","Moldova","X1987.01.01",9.42945194244385
"2918","Lugoj","Banat-Crisana","X1987.01.01",10.1838903427124
"2919","Intorsura Buzaului","Muntenia","X1987.01.01",5.65095901489258
"2920","Focsani","Moldova","X1987.01.01",9.59641075134277
"2921","Brasov","TransilvaniaS","X1987.01.01",7.04043817520142
"2922","Timisoara","Banat-Crisana","X1987.01.01",10.3020544052124
"2923","Sibiu","TransilvaniaS","X1987.01.01",8.48167133331299
"2924","Fagaras","TransilvaniaS","X1987.01.01",8.08112335205078
"2925","Lacauti","TransilvaniaS","X1987.01.01",2.19805479049683
"2926","Tecuci","Moldova","X1987.01.01",9.4323558807373
"2927","Sf. Gheorghe","TransilvaniaS","X1987.01.01",6.63471221923828
"2928","Deva","Banat-Crisana","X1987.01.01",9.58904075622559
"2929","Sebes","TransilvaniaS","X1987.01.01",9.55791759490967
"2930","Tg. Seciuesc","TransilvaniaS","X1987.01.01",6.62109565734863
"2931","Sannicolau Mare","Banat-Crisana","X1987.01.01",10.1047945022583
"2932","Alba Iulia","TransilvaniaS","X1987.01.01",9.64465713500977
"2933","Baraolt","TransilvaniaS","X1987.01.01",6.7319450378418
"2934","Adjud","Moldova","X1987.01.01",9.0463285446167
"2935","Arad","Banat-Crisana","X1987.01.01",9.91506862640381
"2936","Dumbraveni","TransilvaniaS","X1987.01.01",8.46457576751709
"2937","Barlad","Moldova","X1987.01.01",9.01389026641846
"2938","Tg. Ocna","Moldova","X1987.01.01",7.83906841278076
"2939","Miercurea Ciuc","TransilvaniaS","X1987.01.01",5.4543833732605
"2940","Chisineu Cris","Banat-Crisana","X1987.01.01",9.91542434692383
"2941","Tg. Mures","TransilvaniaS","X1987.01.01",8.67254829406738
"2942","Baisoara","TransilvaniaN","X1987.01.01",3.9044930934906
"2943","Bacau","Moldova","X1987.01.01",8.40049362182617
"2944","Bucin","TransilvaniaS","X1987.01.01",4.30150699615479
"2945","Vaslui","Moldova","X1987.01.01",8.07808208465576
"2946","Stana de Vale","Banat-Crisana","X1987.01.01",4.11043834686279
"2947","Joseni","TransilvaniaS","X1987.01.01",5.18520545959473
"2948","Sarmasu","TransilvaniaS","X1987.01.01",7.95923280715942
"2949","Holod","Banat-Crisana","X1987.01.01",9.54443836212158
"2950","Vladeasa 1800","TransilvaniaN","X1987.01.01",3.85873961448669
"2951","Cluj-Napoca","TransilvaniaN","X1987.01.01",8.58013725280762
"2952","Negresti","Moldova","X1987.01.01",7.95589017868042
"2953","Roman","Moldova","X1987.01.01",7.84635639190674
"2954","Ceahlau Toaca","Moldova","X1987.01.01",6.15287685394287
"2955","Piatra Neamt","Moldova","X1987.01.01",7.47178077697754
"2956","Borod","Banat-Crisana","X1987.01.01",8.2366304397583
"2957","Oradea","Banat-Crisana","X1987.01.01",9.63695907592773
"2958","Bistrita","TransilvaniaN","X1987.01.01",7.05117797851562
"2959","Dej","TransilvaniaN","X1987.01.01",8.68057537078857
"2960","Iasi","Moldova","X1987.01.01",8.32076740264893
"2961","Zalau","TransilvaniaN","X1987.01.01",8.47504138946533
"2962","Cotnari","Moldova","X1987.01.01",7.65052032470703
"2963","Supuru de Jos","TransilvaniaN","X1987.01.01",9.32460308074951
"2964","Iezer","TransilvaniaN","X1987.01.01",2.31150674819946
"2965","Suceava","Moldova","X1987.01.01",6.59331512451172
"2966","Baia Mare","TransilvaniaN","X1987.01.01",7.68027400970459
"2967","Botosani","Moldova","X1987.01.01",7.77821922302246
"2968","Satu Mare","TransilvaniaN","X1987.01.01",9.07252025604248
"2969","Radauti","Moldova","X1987.01.01",6.24553442001343
"2970","Sighetul Marmatiei","TransilvaniaN","X1987.01.01",7.00060272216797
"2971","Zimnicea","Muntenia","X1988.01.01",11.3927669525146
"2972","Turnu Magurele","Muntenia","X1988.01.01",11.0029039382935
"2973","Bechet","Oltenia","X1988.01.01",11.624493598938
"2974","Mangalia","Dobrogea","X1988.01.01",11.4497537612915
"2975","Giurgiu","Muntenia","X1988.01.01",11.2738904953003
"2976","Calafat","Oltenia","X1988.01.01",11.74964427948
"2977","Alexandria","Muntenia","X1988.01.01",11.2044658660889
"2978","Bailesti","Oltenia","X1988.01.01",11.6333427429199
"2979","Caracal","Oltenia","X1988.01.01",11.1429319381714
"2980","Rosiori de Vede","Muntenia","X1988.01.01",11.0095615386963
"2981","Calarasi","Dobrogea","X1988.01.01",10.9677534103394
"2982","Constanta","Dobrogea","X1988.01.01",11.4127397537231
"2983","Craiova","Oltenia","X1988.01.01",10.8355617523193
"2984","Medgidia","Dobrogea","X1988.01.01",10.9863834381104
"2985","Videle","Muntenia","X1988.01.01",10.7316160202026
"2986","Slatina","Oltenia","X1988.01.01",10.8609037399292
"2987","Baneasa","Muntenia","X1988.01.01",10.7158908843994
"2988","Slobozia","Dobrogea","X1988.01.01",10.6486577987671
"2989","Stolnici","Muntenia","X1988.01.01",10.4628763198853
"2990","Drobeta Turnu-Severin","Oltenia","X1988.01.01",11.6637258529663
"2991","Titu","Muntenia","X1988.01.01",10.2798900604248
"2992","Urziceni","Muntenia","X1988.01.01",10.5269041061401
"2993","Moldova Veche","Banat-Crisana","X1988.01.01",11.3989591598511
"2994","Dragasani","Oltenia","X1988.01.01",10.2764654159546
"2995","Grivita","Dobrogea","X1988.01.01",10.5048217773438
"2996","Jurilovca","Dobrogea","X1988.01.01",11.0073146820068
"2997","Pitesti","Muntenia","X1988.01.01",10.1031503677368
"2998","Tg. Logresti","Oltenia","X1988.01.01",10.1418905258179
"2999","Sf. Gheorghe","Dobrogea","X1988.01.01",11.0304927825928
"3000","Targoviste","Muntenia","X1988.01.01",9.85484886169434
"3001","Ploiesti","Muntenia","X1988.01.01",10.1675615310669
"3002","Moraresti","Muntenia","X1988.01.01",9.46720504760742
"3003","Apa Neagra","Oltenia","X1988.01.01",10.4584112167358
"3004","Oravita","Banat-Crisana","X1988.01.01",10.4874792098999
"3005","Tg. Jiu","Oltenia","X1988.01.01",10.3785209655762
"3006","Ramnicu Valcea","Oltenia","X1988.01.01",9.83767127990723
"3007","Semenic","Banat-Crisana","X1988.01.01",6.03526020050049
"3008","Curtea de Arges","Muntenia","X1988.01.01",9.31430149078369
"3009","Buzau","Muntenia","X1988.01.01",10.4351778030396
"3010","Sulina","Dobrogea","X1988.01.01",11.0977811813354
"3011","Tulcea","Dobrogea","X1988.01.01",10.8335618972778
"3012","Gorgova","Dobrogea","X1988.01.01",10.9539175033569
"3013","Braila","Dobrogea","X1988.01.01",10.6632328033447
"3014","Tarcu","Banat-Crisana","X1988.01.01",4.79356145858765
"3015","Campulung Muscel","Muntenia","X1988.01.01",8.26778125762939
"3016","Resita","Banat-Crisana","X1988.01.01",10.4097537994385
"3017","Patarlagele","Muntenia","X1988.01.01",8.90279483795166
"3018","Banloc","Banat-Crisana","X1988.01.01",11.1292324066162
"3019","Parang","Oltenia","X1988.01.01",6.15495872497559
"3020","Sinaia 1500","Muntenia","X1988.01.01",4.49189043045044
"3021","Ramnicu Sarat","Muntenia","X1988.01.01",9.86958885192871
"3022","Caransebes","Banat-Crisana","X1988.01.01",10.2201099395752
"3023","Petrosani","Oltenia","X1988.01.01",6.93698644638062
"3024","Vf. Omu","Muntenia","X1988.01.01",4.49189043045044
"3025","Fundata","Muntenia","X1988.01.01",3.71449303627014
"3026","Predeal","Muntenia","X1988.01.01",4.34884929656982
"3027","Galati","Moldova","X1988.01.01",10.1976442337036
"3028","Lugoj","Banat-Crisana","X1988.01.01",10.5230140686035
"3029","Intorsura Buzaului","Muntenia","X1988.01.01",6.02147960662842
"3030","Focsani","Moldova","X1988.01.01",10.0017538070679
"3031","Brasov","TransilvaniaS","X1988.01.01",7.4357533454895
"3032","Timisoara","Banat-Crisana","X1988.01.01",10.7075071334839
"3033","Sibiu","TransilvaniaS","X1988.01.01",8.83556175231934
"3034","Fagaras","TransilvaniaS","X1988.01.01",8.5722188949585
"3035","Lacauti","TransilvaniaS","X1988.01.01",2.68364381790161
"3036","Tecuci","Moldova","X1988.01.01",9.81416416168213
"3037","Sf. Gheorghe","TransilvaniaS","X1988.01.01",7.1448221206665
"3038","Deva","Banat-Crisana","X1988.01.01",9.9635066986084
"3039","Sebes","TransilvaniaS","X1988.01.01",9.79537010192871
"3040","Tg. Seciuesc","TransilvaniaS","X1988.01.01",7.02090406417847
"3041","Sannicolau Mare","Banat-Crisana","X1988.01.01",10.6405200958252
"3042","Alba Iulia","TransilvaniaS","X1988.01.01",9.94241142272949
"3043","Baraolt","TransilvaniaS","X1988.01.01",7.13583564758301
"3044","Adjud","Moldova","X1988.01.01",9.43479442596436
"3045","Arad","Banat-Crisana","X1988.01.01",10.3595886230469
"3046","Dumbraveni","TransilvaniaS","X1988.01.01",8.88304138183594
"3047","Barlad","Moldova","X1988.01.01",9.42808246612549
"3048","Tg. Ocna","Moldova","X1988.01.01",8.56358909606934
"3049","Miercurea Ciuc","TransilvaniaS","X1988.01.01",5.87599992752075
"3050","Chisineu Cris","Banat-Crisana","X1988.01.01",10.4943838119507
"3051","Tg. Mures","TransilvaniaS","X1988.01.01",9.1196985244751
"3052","Baisoara","TransilvaniaN","X1988.01.01",4.2349591255188
"3053","Bacau","Moldova","X1988.01.01",9.03002738952637
"3054","Bucin","TransilvaniaS","X1988.01.01",4.72742462158203
"3055","Vaslui","Moldova","X1988.01.01",8.57199954986572
"3056","Stana de Vale","Banat-Crisana","X1988.01.01",4.4978084564209
"3057","Joseni","TransilvaniaS","X1988.01.01",5.5826849937439
"3058","Sarmasu","TransilvaniaS","X1988.01.01",8.38821887969971
"3059","Holod","Banat-Crisana","X1988.01.01",10.0490407943726
"3060","Vladeasa 1800","TransilvaniaN","X1988.01.01",4.27539730072021
"3061","Cluj-Napoca","TransilvaniaN","X1988.01.01",9.03989028930664
"3062","Negresti","Moldova","X1988.01.01",8.64980792999268
"3063","Roman","Moldova","X1988.01.01",8.67008209228516
"3064","Ceahlau Toaca","Moldova","X1988.01.01",6.8363561630249
"3065","Piatra Neamt","Moldova","X1988.01.01",8.43553447723389
"3066","Borod","Banat-Crisana","X1988.01.01",8.75452041625977
"3067","Oradea","Banat-Crisana","X1988.01.01",10.1337804794312
"3068","Bistrita","TransilvaniaN","X1988.01.01",7.58695888519287
"3069","Dej","TransilvaniaN","X1988.01.01",9.28487682342529
"3070","Iasi","Moldova","X1988.01.01",9.17389011383057
"3071","Zalau","TransilvaniaN","X1988.01.01",8.88934230804443
"3072","Cotnari","Moldova","X1988.01.01",8.63328742980957
"3073","Supuru de Jos","TransilvaniaN","X1988.01.01",9.90802764892578
"3074","Iezer","TransilvaniaN","X1988.01.01",2.79884934425354
"3075","Suceava","Moldova","X1988.01.01",7.59515047073364
"3076","Baia Mare","TransilvaniaN","X1988.01.01",8.21419143676758
"3077","Botosani","Moldova","X1988.01.01",8.7739725112915
"3078","Satu Mare","TransilvaniaN","X1988.01.01",9.78846549987793
"3079","Radauti","Moldova","X1988.01.01",7.26926040649414
"3080","Sighetul Marmatiei","TransilvaniaN","X1988.01.01",7.73616456985474
"3081","Zimnicea","Muntenia","X1989.01.01",11.9958906173706
"3082","Turnu Magurele","Muntenia","X1989.01.01",11.5120820999146
"3083","Bechet","Oltenia","X1989.01.01",12.0072050094604
"3084","Mangalia","Dobrogea","X1989.01.01",12.0635614395142
"3085","Giurgiu","Muntenia","X1989.01.01",12.017972946167
"3086","Calafat","Oltenia","X1989.01.01",12.1476984024048
"3087","Alexandria","Muntenia","X1989.01.01",11.8588495254517
"3088","Bailesti","Oltenia","X1989.01.01",11.9885749816895
"3089","Caracal","Oltenia","X1989.01.01",11.6733150482178
"3090","Rosiori de Vede","Muntenia","X1989.01.01",11.6293973922729
"3091","Calarasi","Dobrogea","X1989.01.01",11.8713426589966
"3092","Constanta","Dobrogea","X1989.01.01",12.0458078384399
"3093","Craiova","Oltenia","X1989.01.01",11.3190412521362
"3094","Medgidia","Dobrogea","X1989.01.01",11.7478351593018
"3095","Videle","Muntenia","X1989.01.01",11.511040687561
"3096","Slatina","Oltenia","X1989.01.01",11.4428491592407
"3097","Baneasa","Muntenia","X1989.01.01",11.5441913604736
"3098","Slobozia","Dobrogea","X1989.01.01",11.6255893707275
"3099","Stolnici","Muntenia","X1989.01.01",11.1055889129639
"3100","Drobeta Turnu-Severin","Oltenia","X1989.01.01",11.9299173355103
"3101","Titu","Muntenia","X1989.01.01",11.0928220748901
"3102","Urziceni","Muntenia","X1989.01.01",11.6133422851562
"3103","Moldova Veche","Banat-Crisana","X1989.01.01",11.3881921768188
"3104","Dragasani","Oltenia","X1989.01.01",10.9478902816772
"3105","Grivita","Dobrogea","X1989.01.01",11.5523557662964
"3106","Jurilovca","Dobrogea","X1989.01.01",11.9151229858398
"3107","Pitesti","Muntenia","X1989.01.01",10.789999961853
"3108","Tg. Logresti","Oltenia","X1989.01.01",10.4945478439331
"3109","Sf. Gheorghe","Dobrogea","X1989.01.01",11.7156982421875
"3110","Targoviste","Muntenia","X1989.01.01",10.6033697128296
"3111","Ploiesti","Muntenia","X1989.01.01",11.1394519805908
"3112","Moraresti","Muntenia","X1989.01.01",10.2169313430786
"3113","Apa Neagra","Oltenia","X1989.01.01",10.6610689163208
"3114","Oravita","Banat-Crisana","X1989.01.01",10.5494251251221
"3115","Tg. Jiu","Oltenia","X1989.01.01",10.6832056045532
"3116","Ramnicu Valcea","Oltenia","X1989.01.01",10.4728765487671
"3117","Semenic","Banat-Crisana","X1989.01.01",6.53942441940308
"3118","Curtea de Arges","Muntenia","X1989.01.01",9.85482215881348
"3119","Buzau","Muntenia","X1989.01.01",11.7026023864746
"3120","Sulina","Dobrogea","X1989.01.01",11.8596162796021
"3121","Tulcea","Dobrogea","X1989.01.01",11.9446573257446
"3122","Gorgova","Dobrogea","X1989.01.01",11.8686304092407
"3123","Braila","Dobrogea","X1989.01.01",11.85191822052
"3124","Tarcu","Banat-Crisana","X1989.01.01",5.39057540893555
"3125","Campulung Muscel","Muntenia","X1989.01.01",8.92526054382324
"3126","Resita","Banat-Crisana","X1989.01.01",10.4608221054077
"3127","Patarlagele","Muntenia","X1989.01.01",10.050630569458
"3128","Banloc","Banat-Crisana","X1989.01.01",11.3475618362427
"3129","Parang","Oltenia","X1989.01.01",6.6007399559021
"3130","Sinaia 1500","Muntenia","X1989.01.01",5.14789056777954
"3131","Ramnicu Sarat","Muntenia","X1989.01.01",11.3408489227295
"3132","Caransebes","Banat-Crisana","X1989.01.01",10.2613973617554
"3133","Petrosani","Oltenia","X1989.01.01",7.21460294723511
"3134","Vf. Omu","Muntenia","X1989.01.01",5.14789056777954
"3135","Fundata","Muntenia","X1989.01.01",4.3586573600769
"3136","Predeal","Muntenia","X1989.01.01",4.88950681686401
"3137","Galati","Moldova","X1989.01.01",11.4811506271362
"3138","Lugoj","Banat-Crisana","X1989.01.01",10.6073150634766
"3139","Intorsura Buzaului","Muntenia","X1989.01.01",6.59693145751953
"3140","Focsani","Moldova","X1989.01.01",11.4420547485352
"3141","Brasov","TransilvaniaS","X1989.01.01",8.01832866668701
